source,author,title,description,url,urlToImage,publishedAt,content,Sentiment
"{'id': None, 'name': 'Pro-Linux'}",,Mehrere Probleme in Linux (Ubuntu),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88211/sicherheit-mehrere-probleme-in-linux.html,,2025-02-25T22:00:43Z,"--===============3820209033056592031==Content-Type: multipart/signed; boundary=""=-=-="";micalg=pgp-sha512; protocol=""application/pgp-signature""--=-=-=Content-Type: text/plain
========================… [+7508 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯陳又嘉 綜合外電,〈美股盤後〉消費者信心大降 標普連四跌,美國股市周二 (25 日) 漲跌互見，標普 500 指數與那斯達克指數觸及一個月低點，因最新消費者信心報告突顯出日益加劇的經濟不確定性，引發市場拋售。,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E7%9B%A4%E5%BE%8C-%E6%B6%88%E8%B2%BB%E8%80%85%E4%BF%A1%E5%BF%83%E5%A4%A7%E9%99%8D-%E6%A8%99%E6%99%AE%E9%80%A3%E5%9B%9B%E8%B7%8C-212944506.html,https://media.zenfs.com/vi/cnyes.com.tw/120c8fda2409f517d526ccd1bb62299e,2025-02-25T13:29:44Z,"(25 ) 500 
 (The Conference Board) 2 2021 8 
 11.3%
 (Tom Barkin) 
 LSEG 
 (CBOE)VIX 1 27 
10 4.3% 12 
 30 
 (Nvidia)(NVDA-US) AI 
 AI 2025 5%
 (25)
<ul><li> 159.95 0.37% 43,621.16 
</li>… [+694 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網新聞中心,盤中速報 - 費城半導體大跌2.01%，報4903.18點,費城半導體盤中下跌，近日週月績效、成分股表現、即時新聞資訊。,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E8%B2%BB%E5%9F%8E%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%A4%A7%E8%B7%8C2-01-%E5%A0%B14903-18%E9%BB%9E-153236878.html,https://media.zenfs.com/et/cnyes.com.tw/d4d59484fb843d974b6e63fc5389719b,2025-02-25T07:32:36Z,"2511:17100.362.01%4903.18
<ul><li> 1 -3.05%
</li><li> 1 -6.33%
</li><li> 3 +0.96%
</li><li> 6 -4.31%
</li><li>+0.47%
</li></ul>(INTC-US)(INTC-US)5.42%(COHR-US)5.35%(MRVL-US)5.2%(ARM-US)4.5%(NVD… [+24 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網新聞中心,盤中速報 - 費城半導體大跌1%，報4953.4點,費城半導體盤中下跌，近日週月績效、成分股表現、即時新聞資訊。,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E8%B2%BB%E5%9F%8E%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%A4%A7%E8%B7%8C1-%E5%A0%B14953-4%E9%BB%9E-150806056.html,https://media.zenfs.com/et/cnyes.com.tw/d4d59484fb843d974b6e63fc5389719b,2025-02-25T07:08:06Z,"2510:5350.151%4953.40
<ul><li> 1 -3.05%
</li><li> 1 -6.33%
</li><li> 3 +0.96%
</li><li> 6 -4.31%
</li><li>+0.47%
</li></ul>(MRVL-US)(MRVL-US)5.06%(ARM-US)3.42%(COHR-US)3.17%(NVDA-US)3.11%(INTC-… [+76 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Promising Artificial Intelligence Stocks To Research – February 23rd,"Super Micro Computer, Salesforce, and QUALCOMM are the three Artificial Intelligence stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Artificial Intelligence stocks within the l…",https://www.etfdailynews.com/2025/02/25/promising-artificial-intelligence-stocks-to-research-february-23rd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/super-micro-computer-inc-logo-1200x675.png?v=20240102162614&w=240&h=240&zc=2,2025-02-25T07:01:29Z,"Super Micro Computer, Salesforce, and QUALCOMM are the three Artificial Intelligence stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar tradi… [+3435 chars]",0.7906
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Automotive Stocks To Follow Today – February 23rd,"NVIDIA, Tesla, Taiwan Semiconductor Manufacturing, Salesforce, and QUALCOMM are the five Automotive stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Automotive stocks within the…",https://www.etfdailynews.com/2025/02/25/top-automotive-stocks-to-follow-today-february-23rd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/nvidia-co-logo-1200x675.jpg?v=20221020142916&w=240&h=240&zc=2,2025-02-25T07:01:28Z,"NVIDIA, Tesla, Taiwan Semiconductor Manufacturing, Salesforce, and QUALCOMM are the five Automotive stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highe… [+5898 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,QUALCOMM (NASDAQ:QCOM) Upgraded at StockNews.com,StockNews.com upgraded shares of QUALCOMM (NASDAQ:QCOM – Free Report) from a buy rating to a strong-buy rating in a research report sent to investors on Friday. Several other equities research analysts have also recently weighed in on the stock. Barclays redu…,https://www.etfdailynews.com/2025/02/24/qualcomm-nasdaqqcom-upgraded-at-stocknews-com/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/qualcomm-incorporated-logo.png?v=20221020155845&w=240&h=240&zc=2,2025-02-24T06:40:49Z,"StockNews.com upgraded shares of QUALCOMM (NASDAQ:QCOM – Free Report) from a buy rating to a strong-buy rating in a research report sent to investors on Friday.
Several other equities research analy… [+5337 chars]",0.6705
"{'id': None, 'name': 'Edivaldobrito.com.br'}",Edivaldo Brito,Melhorias do Ubuntu 25.04 para Laptops Snapdragon X1 Elite,"Snapdragon ganha novas melhorias no Ubuntu 25.04, facilitando a compatibilidade com laptops ARM. Descubra as novidades!
O post Melhorias do Ubuntu 25.04 para Laptops Snapdragon X1 Elite apareceu primeiro em Blog do Edivaldo - Informações e Notícias sobre Linu…",https://www.edivaldobrito.com.br/melhorias-do-ubuntu-25-04-para-laptops-snapdragon-x1-elite/,https://www.edivaldobrito.com.br/wp-content/uploads/2025/02/melhorias-do-ubuntu-25-04-para-laptops-snapdragon-x1-elite.webp,2025-02-23T19:23:00Z,"O Ubuntu 25.04 chega com melhorias significativas paralaptopsSnapdragon, incluindo melhor desempenho, gerenciamento de energia otimizado, firmware simplificado com o qcom-firmware-extract e configura… [+5184 chars]",0.0
"{'id': None, 'name': 'Kernel.org'}",Linus Torvalds,Merge tag 'edac_urgent_for_v6.14_rc4' of git://git.kernel.org/pub/scm/linux/kernel/git/ras/ras,,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=ad328a3785a24a7e7a8053b06139a6bfb42d0280,,2025-02-23T17:50:57Z,"Pull EDAC fix from Borislav Petkov:
- Have qcom_edac use the correct interrupt enable register to configure
 the RAS interrupt lines
* tag 'edac_urgent_for_v6.14_rc4' of git://git.kernel.org/pub/s… [+858 chars]",-0.5859
"{'id': None, 'name': 'Kernel.org'}",Linus Torvalds,Merge tag 'irq-urgent-2025-02-22' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip,,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=f112eea3ccefc8a267fff592059f128b3166ca9e,,2025-02-22T17:20:43Z,"Pull irq fixes from Ingo Molnar:
 ""Fix miscellaneous irqchip bugs""
* tag 'irq-urgent-2025-02-22' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip:
 irqchip/qcom-pdc: Workaround hardware re… [+7101 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,5G Stocks To Watch Today – February 20th,"Super Micro Computer, QUALCOMM, Cadence Design Systems, Fortinet, Cisco Systems, Onsemi, and Monolithic Power Systems are the seven 5G stocks to watch today, according to MarketBeat’s stock screener tool. 5G stocks refer to shares or public equity investments…",https://www.etfdailynews.com/2025/02/22/5g-stocks-to-watch-today-february-20th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/super-micro-computer-inc-logo-1200x675.png?v=20240102162614&w=240&h=240&zc=2,2025-02-22T07:03:37Z,"Super Micro Computer, QUALCOMM, Cadence Design Systems, Fortinet, Cisco Systems, Onsemi, and Monolithic Power Systems are the seven 5G stocks to watch today, according to MarketBeat’s stock screener … [+8962 chars]",0.5994
"{'id': None, 'name': 'Pro-Linux'}",,Security: Mehrere Probleme in Linux (SUSE),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88141/sicherheit-mehrere-probleme-in-linux.html,,2025-02-21T16:23:44Z,"--===============1431415399999374527==Content-Type: text/plain; charset=""utf-8""MIME-Version: 1.0Content-Transfer-Encoding: 7bit# Security update for the Linux Kernel
Announcement ID: SUSE-SU-2025:05… [+76571 chars]",0.34
"{'id': None, 'name': 'Phoronix'}",Michael Larabel,Ubuntu 25.04 Working On More Improvements For Snapdragon X1 Elite Laptop Support,We are nearing one year since the first Qualcomm Snapdragon X1 Elite laptops shipped with Windows 11 ARM. For the upcoming Ubuntu 25.04 release it's looking like more of these ARM-powered laptops will have somewhat usable support at least for those wanting to…,https://www.phoronix.com/news/Ubuntu-25.04-More-X1E,https://www.phoronix.net/image.php?id=2025&image=ubuntu_x1e_settings,2025-02-21T13:30:00Z,We are nearing one year since the first Qualcomm Snapdragon X1 Elite laptops shipped with Windows 11 ARM. For the upcoming Ubuntu 25.04 release it's looking like more of these ARM-powered laptops wil… [+2820 chars],0.3612
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Strategic Financial Concepts LLC Buys 347 Shares of QUALCOMM Incorporated (NASDAQ:QCOM),"Strategic Financial Concepts LLC raised its stake in QUALCOMM Incorporated (NASDAQ:QCOM – Free Report) by 10.2% in the fourth quarter, Holdings Channel reports. The firm owned 3,762 shares of the wireless technology company’s stock after acquiring an addition…",https://www.etfdailynews.com/2025/02/20/strategic-financial-concepts-llc-buys-347-shares-of-qualcomm-incorporated-nasdaqqcom/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/qualcomm-incorporated-logo-1200x675.png?v=20221020155845&w=240&h=240&zc=2,2025-02-20T09:35:09Z,"Strategic Financial Concepts LLC raised its stake in QUALCOMM Incorporated (NASDAQ:QCOM – Free Report) by 10.2% in the fourth quarter, Holdings Channel reports. The firm owned 3,762 shares of the wir… [+5895 chars]",0.6705
"{'id': None, 'name': 'Pro-Linux'}",,Mehrere Probleme in Linux (Ubuntu),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88102/sicherheit-mehrere-probleme-in-linux.html,,2025-02-19T22:33:44Z,"--===============7973372377394716390==Content-Type: multipart/signed; boundary=""=-=-="";micalg=pgp-sha512; protocol=""application/pgp-signature""--=-=-=Content-Type: text/plain
========================… [+32006 chars]",0.0
"{'id': None, 'name': 'Pro-Linux'}",,Mehrere Probleme in Linux (Ubuntu),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88101/sicherheit-mehrere-probleme-in-linux.html,,2025-02-19T22:32:44Z,"--===============4671535142266914810==Content-Type: multipart/signed; boundary=""=-=-="";micalg=pgp-sha512; protocol=""application/pgp-signature""--=-=-=Content-Type: text/plain; charset=utf-8Content-Tra… [+32015 chars]",0.0
"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,Apple just unveiled a new version of its cheaper iPhone,Apple (AAPL) just unveiled the newest version of its lower-cost iPhone as part of the iPhone 16 family.Read more...,https://qz.com/apple-cheaper-version-iphone-16-16e-se-ai-a18-chip-1851765422,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/a0ed3790432dc72b5648eaaf45f912c9.jpg",2025-02-19T17:27:00Z,"In This Story
Apple (AAPL+0.23%
) just unveiled the newest version of its lower-cost iPhone as part of the iPhone 16 family.
The new iPhone 16e uses the same A18 chip that is in the iPhone 16, fea… [+2557 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",Britney Nguyen,Apple just unveiled a new version of its cheaper iPhone,Apple (AAPL) just unveiled the newest version of its lower-cost iPhone as part of the iPhone 16 family.,https://www.yahoo.com/tech/apple-unveiled-version-cheaper-iphone-172700617.html,https://media.zenfs.com/en/quartz.com/cd5caeeee5f7c81d400848cbd67c41d0,2025-02-19T17:27:00Z,"Apple (AAPL) just unveiled the newest version of its lower-cost iPhone as part of the iPhone 16 family.
The new iPhone 16e uses the same A18 chip that is in the iPhone 16, features a full-screen OLE… [+2563 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",Daniel Howley,"Apple debuts iPhone 16e for $599, includes Apple Intelligence, Apple's first in-house modem","Apple on Tuesday the iPhone 16e, a low-cost iPhone complete with Apple Intelligence and the company's first in-house modem.",https://finance.yahoo.com/news/apple-debuts-iphone-16e-for-599-includes-apple-intelligence-apples-first-in-house-modem-160159160.html,https://s.yimg.com/ny/api/res/1.2/YsVnC1vueeQEmgIBnEJXTA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MjI-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/12ff9b70-eed9-11ef-9bfa-dce133a5fa0f,2025-02-19T16:01:59Z,"Apple (AAPL) revealed its iPhone 16e on Tuesday, a budget-friendly iPhone that includes the company's Apple Intelligence platform and its first in-house-designed modem.
The iPhone 16e features a des… [+3836 chars]",0.4767
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,5G Stocks To Consider – February 16th,"Super Micro Computer, Cisco Systems, QUALCOMM, Cadence Design Systems, Fortinet, Monolithic Power Systems, and Onsemi are the seven 5G stocks to watch today, according to MarketBeat’s stock screener tool. 5G stocks refer to publicly traded companies that are …",https://www.etfdailynews.com/2025/02/19/5g-stocks-to-consider-february-16th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/super-micro-computer-inc-logo-1200x675.png?v=20240102162614&w=240&h=240&zc=2,2025-02-19T09:38:48Z,"Super Micro Computer, Cisco Systems, QUALCOMM, Cadence Design Systems, Fortinet, Monolithic Power Systems, and Onsemi are the seven 5G stocks to watch today, according to MarketBeat’s stock screener … [+8816 chars]",0.5994
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯段智恆,蘋果家族新成員「iPhone 16e」亮相 台灣周五開始預訂,"蘋果 (AAPL-US) 周三 (19 日) 公布家族新成員「iPhone 16e」亮相，不僅功能強大能運行人工智慧 (AI) 功能，價格也實惠讓消費者能輕鬆入手，售價為新台幣 21,900 元起，有黑色和白色兩款，台灣時間 2 月 21 日晚上",https://tw.stock.yahoo.com/news/%E8%98%8B%E6%9E%9C%E5%AE%B6%E6%97%8F%E6%96%B0%E6%88%90%E5%93%A1-iphone-16e-%E4%BA%AE%E7%9B%B8-%E5%8F%B0%E7%81%A3%E5%91%A8%E4%BA%94%E9%96%8B%E5%A7%8B%E9%A0%90%E8%A8%82-161851568.html,https://media.zenfs.com/ko/cnyes.com.tw/cc33c9b7428ecdd674602e1a3dea1225,2025-02-19T08:18:51Z,"(AAPL-US) (19 ) iPhone 16e (AI) 21,900 2 21 9 2 28 iPhone 
iPhone 16e 
<ul><li> Home Touch ID FaceID
</li><li> Retina XDR iPhone 
</li><li> A18 iPhone Apple Intelligence
</li><li> C1 (Modem Chip… [+239 chars]",0.4767
"{'id': None, 'name': 'Mobian.org'}",Mobian team,Mobian: 2025: off to a flying start!,"Over the past few months, and especially since the last holiday season, many
exciting things have happened in Mobian: new devices are (about to be)
officially supported, many new and improved packages have made their way into
both Debian and Mobian, and we’re…",https://blog.mobian.org/posts/2025/02/early-2025-news/,,2025-02-19T00:00:00Z,"Over the past few months, and especially since the last holiday season, many
exciting things have happened in Mobian: new devices are (about to be)
officially supported, many new and improved packa… [+6722 chars]",0.8834
"{'id': None, 'name': 'Yahoo Entertainment'}",Laura Bratton,Intel stock posts biggest five-day gain in history amid report of potential breakup,Intel (INTC) stock jumped Tuesday following a Wall Street Journal report that its rivals Broadcom and TSMC are exploring potential deals with the chipmaker...,https://finance.yahoo.com/news/intel-stock-posts-biggest-five-day-gain-in-history-amid-report-of-potential-breakup-211825957.html,https://s.yimg.com/ny/api/res/1.2/slewFHzLUzy87xm0bUyc5Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-01/ca9ceac0-d9a4-11ef-bf6f-cc5edfb6bdbe,2025-02-18T21:18:25Z,"Intel (INTC) stock jumped 16% Tuesday following a report that its rivals Broadcom (AVGO) and TSMC (TSM) are exploring potential deals with the chipmaker that would split it into two.
The Wall Street… [+2561 chars]",0.0
"{'id': None, 'name': 'Pro-Linux'}",,Security: Mehrere Probleme in Linux (SUSE),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88071/sicherheit-mehrere-probleme-in-linux.html,,2025-02-18T17:24:38Z,"--===============9031355228561211885==Content-Type: text/plain; charset=""utf-8""MIME-Version: 1.0Content-Transfer-Encoding: 7bit# Security update for the Linux Kernel
Announcement ID: SUSE-SU-2025:05… [+104719 chars]",0.34
"{'id': None, 'name': 'Pro-Linux'}",,Security: Mehrere Probleme in Linux (SUSE),"Kostenlose Nachrichten, Web-Support und Foren rund um Linux, OpenSource und Freie Software. Angebote wie News, Berichte, Workshops, Tipps, Links und Kalender.",https://www.pro-linux.de/sicherheit/2/88070/sicherheit-mehrere-probleme-in-linux.html,,2025-02-18T17:24:38Z,"--===============0729645863577438174==Content-Type: text/plain; charset=""utf-8""MIME-Version: 1.0Content-Transfer-Encoding: 7bit# Security update for the Linux Kernel
Announcement ID: SUSE-SU-2025:05… [+210573 chars]",0.34
"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,Intel could get split up by its rivals. Here's what to know,Chip pioneer Intel (INTC) could see its faltering business be split up by its rivals.Read more...,https://qz.com/intel-split-broadcom-tsmc-chip-foundry-design-trump-1851765040,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/29219d7d62b8aaeef57bac55a59d2562.jpg",2025-02-18T16:16:00Z,"In This Story
Chip pioneer Intel (INTC+9.81%
) could see its faltering business be split up by its rivals.
The chipmaker has become an acquisition target for its competitors amid recent struggles … [+3294 chars]",-0.3612
