source,author,title,description,url,urlToImage,publishedAt,content,Sentiment
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯段智恆,思科與IBM重返舞台 老牌科技股也能在AI浪潮中崛起,儘管許多大型科技股在 2025 年開局不佳，但一些傳統科技公司正重新獲得市場矚目。像思科 (Cisco)(CSCO-US)、IBM(IBM-US) 和甲骨文 (ORCL-US) 等公司，今年的表現超越預期，並且表明它們在人工智慧 (A,https://tw.stock.yahoo.com/news/%E6%80%9D%E7%A7%91%E8%88%87ibm%E9%87%8D%E8%BF%94%E8%88%9E%E5%8F%B0-%E8%80%81%E7%89%8C%E7%A7%91%E6%8A%80%E8%82%A1%E4%B9%9F%E8%83%BD%E5%9C%A8ai%E6%B5%AA%E6%BD%AE%E4%B8%AD%E5%B4%9B%E8%B5%B7-122435617.html,https://media.zenfs.com/ko/cnyes.com.tw/cc33c9b7428ecdd674602e1a3dea1225,2025-02-18T04:24:35Z,"2025 (Cisco)(CSCO-US)IBM(IBM-US) (ORCL-US) (AI) 
 AI 
Stephen Bersey AI 
 AI 2000 
 500 AI 10%IBM 19% 4.5% 1.7% (AAPL-US) (MSFT-US)Alphabet(GOOGL-US) (TSLA-US) (NVDA-US) AI 3.4%
 IBM 
IBMIBM AI… [+125 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Capital Performance Advisors LLP Has $384,000 Stock Holdings in Oracle Co. (NYSE:ORCL)","Capital Performance Advisors LLP lessened its holdings in shares of Oracle Co. (NYSE:ORCL – Free Report) by 13.8% in the 4th quarter, according to its most recent filing with the SEC. The fund owned 2,305 shares of the enterprise software provider’s stock aft…",https://www.etfdailynews.com/2025/02/17/capital-performance-advisors-llp-has-384000-stock-holdings-in-oracle-co-nyseorcl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-17T08:52:17Z,"Capital Performance Advisors LLP lessened its holdings in shares of Oracle Co. (NYSE:ORCL – Free Report) by 13.8% in the 4th quarter, according to its most recent filing with the SEC. The fund owned … [+5684 chars]",0.6705
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Blockchain Stocks To Add to Your Watchlist – February 15th,"Oracle, Applied Digital, and Riot Platforms are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly traded companies that are involved in the development, use, or implementation of blo…",https://www.etfdailynews.com/2025/02/17/blockchain-stocks-to-add-to-your-watchlist-february-15th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-17T07:02:51Z,"Oracle, Applied Digital, and Riot Platforms are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly traded companies that ar… [+3647 chars]",-0.5574
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Is Oracle Stock a Buy Now?,"Despite not capturing the same level of market attention as some of its mega-cap technology sector peers, Oracle (NYSE: ORCL) has quietly emerged as a major winner in the artificial intelligence (AI) revolution. A surge in demand for the company's infrastruct…",https://biztoc.com/x/ab61a9893065e0e1,https://biztoc.com/cdn/809/og.png,2025-02-15T15:57:19Z,"Despite not capturing the same level of market attention as some of its mega-cap technology sector peers, Oracle (NYSE: ORCL) has quietly emerged as a major winner in the artificial intelligence (AI)… [+145 chars]",0.8016
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Blockchain Stocks To Keep An Eye On – February 13th,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of publicly traded companies that are involved in the development, implementation, or utili…",https://www.etfdailynews.com/2025/02/15/top-blockchain-stocks-to-keep-an-eye-on-february-13th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-15T07:05:00Z,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of publicly traded companies th… [+3696 chars]",-0.34
"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,Arm is making its first chip — with Meta already waiting in line,Arm (SFTBY) is reportedly making its first chip — and counting on Meta (META) to be one of its first customers. Read more...,https://qz.com/arm-first-chip-meta-softbank-nvidia-intel-amd-ai-cpu-1851762865,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/fd7905492a91c060fd7795b4f34ca0f3.jpg",2025-02-13T20:43:00Z,"In This Story
Arm (SFTBY+1.61%
) is reportedly making its first chip and counting on Meta (META+0.32%
) to be one of its first customers. 
The British chip designer could launch its first in-hous… [+1767 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",Alexis Keenan,Musk will stop $97.4 billion OpenAI bid if board stops for-profit conversion,Elon Musk is willing to yank his $97.4 billion bid for the nonprofit that oversees OpenAI if its directors agree to stop a for-profit transformation...,https://finance.yahoo.com/news/musk-will-stop-974-billion-openai-bid-if-board-stops-for-profit-switch-151111667.html,https://s.yimg.com/ny/api/res/1.2/GWUV93ctALlnBTU4TXzxrg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/442bcec0-ea11-11ef-bf77-345fbb8eaf3d,2025-02-13T15:11:11Z,"Elon Musk is willing to pull his $97.4 billion bid for the nonprofit that oversees OpenAI if its directors agree to stop the transformation of the ChatGPT maker to a for-profit enterprise, escalating… [+5082 chars]",0.0772
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Better Cloud and AI Stock: Oracle vs. Amazon,"Oracle (NYSE: ORCL) and Amazon (NASDAQ: AMZN) represent two different ways to invest in the growing cloud and artificial intelligence (AI) services markets.
Oracle, one of the world's largest database software companies, transformed many of its on-premise app…",https://biztoc.com/x/2e6ec38ea696f2e4,https://biztoc.com/cdn/809/og.png,2025-02-13T10:23:56Z,"Oracle (NYSE: ORCL) and Amazon (NASDAQ: AMZN) represent two different ways to invest in the growing cloud and artificial intelligence (AI) services markets.Oracle, one of the world's largest database… [+145 chars]",0.6705
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Promising Blockchain Stocks To Add to Your Watchlist – February 11th,"Oracle, Riot Platforms, Applied Digital, Globant, and Core Scientific are the five Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly traded companies that are involved in the development, impl…",https://www.etfdailynews.com/2025/02/13/promising-blockchain-stocks-to-add-to-your-watchlist-february-11th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-13T07:14:49Z,"Oracle, Riot Platforms, Applied Digital, Globant, and Core Scientific are the five Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly… [+5770 chars]",-0.5574
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Rep. Josh Gottheimer Sells Off Shares of Oracle Co. (NYSE:ORCL),"Representative Josh Gottheimer (D-New Jersey) recently sold shares of Oracle Co. (NYSE:ORCL). In a filing disclosed on February 10th, the Representative disclosed that they had sold between $1,001 and $15,000 in Oracle stock on January 28th. The trade occurre…",https://www.etfdailynews.com/2025/02/12/rep-josh-gottheimer-sells-off-shares-of-oracle-co-nyseorcl-2/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-12T08:34:49Z,"Representative Josh Gottheimer (D-New Jersey) recently sold shares of Oracle Co. (NYSE:ORCL). In a filing disclosed on February 10th, the Representative disclosed that they had sold between $1,001 an… [+7909 chars]",0.296
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Rep. Josh Gottheimer Sells Off Shares of Oracle Co. (NYSE:ORCL),"Representative Josh Gottheimer (D-New Jersey) recently sold shares of Oracle Co. (NYSE:ORCL). In a filing disclosed on February 10th, the Representative disclosed that they had sold between $1,001 and $15,000 in Oracle stock on January 22nd. The trade occurre…",https://www.etfdailynews.com/2025/02/12/rep-josh-gottheimer-sells-off-shares-of-oracle-co-nyseorcl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-12T08:34:49Z,"Representative Josh Gottheimer (D-New Jersey) recently sold shares of Oracle Co. (NYSE:ORCL). In a filing disclosed on February 10th, the Representative disclosed that they had sold between $1,001 an… [+7458 chars]",0.296
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Blockchain Stocks To Watch Now – February 10th,"Oracle, Brand Engagement Network, Riot Platforms, Applied Digital, and Bitdeer Technologies Group are the five Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of companies that are directly involve…",https://www.etfdailynews.com/2025/02/12/top-blockchain-stocks-to-watch-now-february-10th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-12T07:04:51Z,"Oracle, Brand Engagement Network, Riot Platforms, Applied Digital, and Bitdeer Technologies Group are the five Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockch… [+5559 chars]",-0.1531
"{'id': None, 'name': ""Investor's Business Daily""}","REINHARDT KRAUSE, Investor's Business Daily",Tech Maverick Musk Launches Takeover Bid For OpenAI,Tech industry maverick Elon Musk on Monday reportedly launched a unsolicited takeover bid for artificial intelligence leader OpenAI.,https://www.investors.com/news/technology/tech-maverick-musk-reportedly-launches-takeover-bid-for-openai/,https://www.investors.com/wp-content/uploads/2023/08/A1_openAI2_082323_shutter.jpg,2025-02-11T12:40:19Z,"Tech industry maverick Elon Musk on Monday reportedly launched an unsolicited takeover bid for artificial intelligence leader OpenAI, whose biggest investor to date has been Microsoft (MSFT). Musk's … [+2441 chars]",0.5574
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Best Blockchain Stocks To Watch Today – February 09th,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly traded companies that are involved in the development, adoption, or utilization of b…",https://www.etfdailynews.com/2025/02/11/best-blockchain-stocks-to-watch-today-february-09th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-11T07:09:01Z,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks refer to publicly traded companies that ar… [+3653 chars]",-0.5574
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Oracle (NYSE:ORCL) Upgraded at StockNews.com,Oracle (NYSE:ORCL – Get Free Report) was upgraded by investment analysts at StockNews.com from a “hold” rating to a “buy” rating in a research note issued on Tuesday. Other analysts also recently issued research reports about the company. Mizuho lifted their …,https://www.etfdailynews.com/2025/02/11/oracle-nyseorcl-upgraded-at-stocknews-com/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-11T06:36:51Z,"Oracle (NYSE:ORCL – Get Free Report) was upgraded by investment analysts at StockNews.com from a “hold” rating to a “buy” rating in a research note issued on Tuesday.
Other analysts also recently is… [+5147 chars]",0.5106
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Promising Blockchain Stocks To Watch Now – February 08th,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of companies that are directly involved in the development, utilization, or implementation …",https://www.etfdailynews.com/2025/02/10/promising-blockchain-stocks-to-watch-now-february-08th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-11T03:02:43Z,"Oracle, Riot Platforms, and Applied Digital are the three Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of companies that are directly … [+3717 chars]",-0.34
"{'id': None, 'name': 'Quartz India'}",Harri Weber,OpenAI may be trying to wean itself off Nvidia,"Like the broader artificial intelligence sector, OpenAI relies on Nvidia’s (NVDA) costly training chips to build tools like ChatGPT, but that could change — if OpenAI’s in-house chip design somehow pans out.Read more...",https://qz.com/openai-training-chip-alternative-nvidia-1851759359,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2bf92d3134a15f819e665de1b139034e.jpg",2025-02-10T17:26:00Z,"In This Story
Like the broader artificial intelligence sector, OpenAI relies on Nvidias (NVDA+3.33%
)costly training chips to build tools like ChatGPT, but that could change if OpenAIs in-house chi… [+1450 chars]",0.5187
"{'id': None, 'name': 'Emerce.nl'}",Oracle,Oracle Fusion Cloud Applications nu beschikbaar op Oracle EU Sovereign Cloud,Met de nieuwe implementatieoptie kunnen organisaties volledig binnen de grenzen van de EU kritieke bedrijfsapplicaties draaien en profiteren van de […],https://www.emerce.nl/wire/oracle-fusion-cloud-applications-nu-beschikbaar-oracle-eu-sovereign-cloud,https://www.emerce.nl/content/uploads/2025/02/Oracle-EU-Sovereign-Cloud-Applications.jpg,2025-02-10T09:33:34Z,"Met de nieuwe implementatieoptie kunnen organisaties volledig binnen de grenzen van de EU kritieke bedrijfsapplicaties draaien en profiteren van de nieuwste AI-innovaties
Austin, Texas/Utrecht – 10 … [+5075 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",,Oracle Corporation (ORCL): The Best Dividend Growth Stock With Over 10% Yearly Increases?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_fb10852a-947f-43a5-b2ba-58a6f7b60956,,2025-02-09T05:53:11Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.5423
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Blockchain Stocks To Keep An Eye On – February 06th,"Oracle, Riot Platforms, Applied Digital, Bitdeer Technologies Group, Core Scientific, Bitfarms, and HIVE Digital Technologies are the seven Blockchain stocks to watch today, according to MarketBeat’s stock screener tool. Blockchain stocks are shares of compan…",https://www.etfdailynews.com/2025/02/08/blockchain-stocks-to-keep-an-eye-on-february-06th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/oracle-co-logo-1200x675.png?v=20221020143405&w=240&h=240&zc=2,2025-02-08T07:04:55Z,"Oracle, Riot Platforms, Applied Digital, Bitdeer Technologies Group, Core Scientific, Bitfarms, and HIVE Digital Technologies are the seven Blockchain stocks to watch today, according to MarketBeat’s… [+7678 chars]",-0.5574
"{'id': None, 'name': 'Yahoo Entertainment'}",,Oracle Corporation (ORCL): Among the Game-Changing Stocks for AI Revolution,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_32110b15-6130-4f0d-bc57-8fdcbf2ac93a,,2025-02-08T05:48:56Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.5423
"{'id': None, 'name': 'Quartz India'}",William Gavin,"Amazon plans an AI spending spree, joining Meta, Microsoft, and Google","Amazon (AMZN) is the latest technology giant to announce it will continue spending massive amounts of cash on artificial intelligence, even after Chinese startup DeepSeek’s success. Read more...",https://qz.com/amazon-ai-spend-meta-microsoft-google-openai-deepseek-1851757795,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/f48cb0b6c3c86f7380f10fd8ac1ded05.jpg",2025-02-07T13:35:00Z,"In This Story
Amazon (AMZN+0.84%
) is the latest technology giant to announce it will continue spending massive amounts of cash on artificial intelligence, even after Chinese startup DeepSeeks succ… [+3286 chars]",0.5859
"{'id': None, 'name': 'GlobeNewswire'}",Defiance ETFs,"Defiance Launches ORCX, The First 2X Leveraged Single-Stock ETF on Oracle Corporation.","Defiance ETFs is proud to unveil ORCX, the first 2X long ETF for Oracle Corporation. ORCX seeks to provide 200% long daily targeted exposure to Oracle......",https://www.globenewswire.com/news-release/2025/02/07/3022650/0/en/Defiance-Launches-ORCX-The-First-2X-Leveraged-Single-Stock-ETF-on-Oracle-Corporation.html,https://ml.globenewswire.com/Resource/Download/9a2f6854-1043-4edc-8250-60065d17e319,2025-02-07T11:00:00Z,"MIAMI, Feb. 07, 2025 (GLOBE NEWSWIRE) -- Defiance ETFs is proud to unveil ORCX
, the first 2X long ETF for Oracle Corporation. ORCX seeks to provide 200% long daily targeted exposure to Oracle Corpo… [+10407 chars]",0.4767
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯段智恆,傳軟銀將斥400億美元投資OpenAI 超車微軟成最大投資方,"《CNBC》記者 David Faber 周五 (7 日) 援引知情人士消息報導，軟銀計劃對 OpenAI 投資 400 億美元，分期在未來 12 至 24 個月內支付，該筆投資不只讓 OpenAI 的估值達到 3,000 億美元，也讓軟銀超越微軟(MS",https://tw.stock.yahoo.com/news/%E5%82%B3%E8%BB%9F%E9%8A%80%E5%B0%87%E6%96%A5400%E5%84%84%E7%BE%8E%E5%85%83%E6%8A%95%E8%B3%87openai-%E8%B6%85%E8%BB%8A%E5%BE%AE%E8%BB%9F%E6%88%90%E6%9C%80%E5%A4%A7%E6%8A%95%E8%B3%87%E6%96%B9-173003286.html,https://media.zenfs.com/vi/cnyes.com.tw/d89ec956a5cc38da20689cb67a59a963,2025-02-07T09:30:03Z,"CNBC David Faber (7 ) OpenAI 400 12 24 OpenAI 3,000 (MSFT-US) OpenAI 
 OpenAI 3,000 3,400 100 OpenAI Stargate
StargateOpenAI (ORCL-US) 1 (AI) 
 2022 ChatGPT OpenAI AI xAIGoogle(GOOGL-US) (AMZN-US)… [+219 chars]",0.0
"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,"“TikTok Has More Problems Than Opportunities, and If Oracle (ORCL) or Microsoft (MSFT) Buy It, They Become A Sell The Next Day”","24/7 Wall St. Key Points:
Microsoft (NASDAQ: MSFT) and Oracle (NYSE: ORCL) have been speculated as possible bidders for TikTok’s U.S. operations.
With Facebook and Instagram covering many demographics, Meta (NASDAQ: META) is still the most dominant social med…",https://biztoc.com/x/3300e1d650900dbf,https://biztoc.com/cdn/808/og.png,2025-02-05T21:06:30Z,"24/7 Wall St. Key Points:Microsoft (NASDAQ: MSFT) and Oracle (NYSE: ORCL) have been speculated as possible bidders for TikToks U.S. operations.With Facebook and Instagram covering many demographics, … [+139 chars]",0.0
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",The Feed,"US-China historic trade deal: ""Trump card"" played? Tiktok-for-tariffs deal or cold war 2.0?","US-China showdown has reached a critical point, with tensions escalating over trade policies and technology disputes. The focus now is on a potential TikTok-for-tariffs deal, where the future of TikTok in the US might be tied to trade negotiations. Many wonde…",https://economictimes.indiatimes.com/news/international/us/us-china-showdown-trump-card-played-tiktok-for-tariffs-deal-or-cold-war-2-0/articleshow/117957091.cms,"https://img.etimg.com/thumb/msid-117957247,width-1200,height-630,imgsize-2338521,overlay-economictimes/articleshow.jpg",2025-02-05T17:12:23Z,"President Donald Trump is back in the spotlight, and so is the U.S.-China trade conflict. His latest move? A potential ""TikTok-for-Tariffs"" deal, which could shape global trade, technology, and artif… [+5512 chars]",-0.3182
